CustomerID,Recency,Frequency,Monetary,F_Score,R_Score,M_Score,RFM_Score,RFM_Segment
13889,93,1,416.9,2,2,2,222,Others
13890,1,10,1883.81,4,4,4,444,Champions
13892,27,4,632.97,3,3,3,333,Potential Loyalist
13893,298,1,821.1,2,1,3,123,At-Risk
13894,24,3,564.62,3,3,3,333,Potential Loyalist
13895,28,4,2593.07,3,3,4,334,Potential Loyalist
13897,50,1,311.16,2,3,2,322,Others
13898,326,1,155.93,2,1,2,122,Others
13899,16,2,388.52,3,4,2,432,Loyal
13900,183,3,740.95,3,1,3,133,At-Risk
13901,72,5,2867.2,4,2,4,244,Others
13904,37,2,332.64,3,3,2,332,Potential Loyalist
13908,80,4,2369.55,3,2,4,234,Others
13911,57,9,2580.91,4,2,4,244,Others
13914,12,2,626.45,3,4,3,433,Loyal
13917,50,2,272.04,3,3,2,332,Potential Loyalist
13918,50,2,1212.84,3,3,3,333,Potential Loyalist
13919,59,2,384.81,3,2,2,232,Others
13922,352,1,172.25,2,1,2,122,Others
13923,54,1,351.13,2,2,2,222,Others
13924,2,6,1838.85,4,4,4,444,Champions
13925,93,4,678.25,3,2,3,233,Others
13926,23,1,223.85,2,3,2,322,Others
13927,75,1,348.99,2,2,2,222,Others
13928,11,4,464.57,3,4,2,432,Loyal
13929,169,2,842.65,3,1,3,133,At-Risk
13930,58,2,337.34,3,2,2,232,Others
13931,96,2,1237.53,3,2,3,233,Others
13932,295,1,307.4,2,1,2,122,Others
13933,109,2,608.79,3,2,3,233,Others
13934,264,1,922.1,2,1,3,123,At-Risk
13936,180,1,376.58,2,1,2,122,Others
13937,169,1,158.85,2,1,2,122,Others
13938,35,1,71.66,2,3,1,321,Others
13939,23,3,568.55,3,3,3,333,Potential Loyalist
13940,17,4,839.14,3,4,3,433,Loyal
13941,22,5,5112.96,4,3,4,344,Potential Loyalist
13946,79,3,561.57,3,2,3,233,Others
13947,65,1,90.6,2,2,1,221,Others
13948,361,1,102.0,2,1,2,122,Others
13949,3,6,2427.32,4,4,4,444,Champions
13950,11,4,745.06,3,4,3,433,Loyal
13951,176,3,674.45,3,1,3,133,At-Risk
13952,218,2,3251.071,3,1,4,134,At-Risk
13953,7,7,3515.68,4,4,4,444,Champions
13954,2,2,439.92,3,4,2,432,Loyal
13955,154,2,322.96,3,1,2,132,Others
13956,5,5,1019.27,4,4,3,443,Loyal
13959,79,3,594.04,3,2,3,233,Others
13960,21,2,230.22,3,3,2,332,Potential Loyalist
13962,22,2,169.54999999999998,3,3,2,332,Potential Loyalist
13963,308,4,664.54,3,1,3,133,At-Risk
13967,146,1,80.7,2,1,1,121,Others
13969,7,18,9024.17,4,4,4,444,Champions
13971,19,8,2758.26,4,3,4,344,Potential Loyalist
13972,71,2,190.25,3,2,2,232,Others
13973,287,1,264.7,2,1,2,122,Others
13974,49,1,413.59,2,3,2,322,Others
13975,31,6,2461.24,4,3,4,344,Potential Loyalist
13976,207,1,357.98,2,1,2,122,Others
13978,15,2,196.79,3,4,2,432,Loyal
13979,73,1,869.87,2,2,3,223,Others
13980,60,1,200.14,2,2,2,222,Others
13982,39,4,1871.81,3,3,4,334,Potential Loyalist
13983,30,12,2603.43,4,3,4,344,Potential Loyalist
13984,27,5,920.51,4,3,3,343,Potential Loyalist
13985,4,15,7060.13,4,4,4,444,Champions
13986,17,1,320.46,2,4,2,422,Others
13988,20,6,4147.96,4,3,4,344,Potential Loyalist
13989,66,2,1266.08,3,2,3,233,Others
13990,213,1,311.3,2,1,2,122,Others
13991,12,6,852.88,4,4,3,443,Loyal
13992,30,1,76.8,2,3,1,321,Others
13993,43,9,3466.36,4,3,4,344,Potential Loyalist
13994,4,6,2274.14,4,4,4,444,Champions
13995,15,5,1393.69,4,4,3,443,Loyal
13999,10,12,3901.81,4,4,4,444,Champions
14000,211,1,635.66,2,1,3,123,At-Risk
14001,46,3,2043.08,3,3,4,334,Potential Loyalist
14002,134,2,529.73,3,2,3,233,Others
14004,43,7,4582.64,4,3,4,344,Potential Loyalist
14005,10,5,2874.72,4,4,4,444,Champions
14006,116,3,962.19,3,2,3,233,Others
14009,198,2,695.61,3,1,3,133,At-Risk
14012,278,1,328.8,2,1,2,122,Others
14013,110,3,473.02,3,2,2,232,Others
14014,77,1,505.18,2,2,3,223,Others
14015,53,1,917.34,2,2,3,223,Others
14016,162,4,4341.21,3,1,4,134,At-Risk
14019,47,3,1421.61,3,3,3,333,Potential Loyalist
14020,17,2,642.8,3,4,3,433,Loyal
14021,155,3,631.9,3,1,3,133,At-Risk
14022,225,1,440.0,2,1,2,122,Others
14023,7,2,584.07,3,4,3,433,Loyal
14024,122,2,327.7,3,2,2,232,Others
14027,61,1,104.82,2,2,2,222,Others
14029,63,2,467.66,3,2,2,232,Others
14030,18,8,2358.84,4,4,4,444,Champions
14031,7,19,17286.86,4,4,4,444,Champions
14032,2,11,2975.59,4,4,4,444,Champions
14034,22,3,648.89,3,3,3,333,Potential Loyalist
14035,29,5,1428.02,4,3,3,343,Potential Loyalist
14036,285,1,626.65,2,1,3,123,At-Risk
14037,176,2,147.20000000000002,3,1,2,132,Others
14038,78,3,1560.38,3,2,4,234,Others
14039,33,1,152.2,2,3,2,322,Others
14040,41,12,3560.32,4,3,4,344,Potential Loyalist
14041,266,1,141.41,2,1,2,122,Others
14044,27,4,646.42,3,3,3,333,Potential Loyalist
14045,109,4,1659.75,3,2,4,234,Others
14046,284,1,154.99,2,1,2,122,Others
14047,9,5,1308.61,4,4,3,443,Loyal
14048,305,1,409.93,2,1,2,122,Others
14049,17,4,5578.72,3,4,4,434,Loyal
14050,32,2,746.36,3,3,3,333,Potential Loyalist
14051,1,23,15610.39,4,4,4,444,Champions
14052,20,1,225.36,2,3,2,322,Others
14053,124,2,260.25,3,2,2,232,Others
14054,65,1,92.46,2,2,1,221,Others
14055,106,1,725.6400000000001,2,2,3,223,Others
14056,1,23,8152.71,4,4,4,444,Champions
14057,24,17,6211.66,4,3,4,344,Potential Loyalist
14059,267,1,183.6,2,1,2,122,Others
14060,5,19,6140.42,4,4,4,444,Champions
14062,10,12,10464.85,4,4,4,444,Champions
14064,29,5,1334.34,4,3,3,343,Potential Loyalist
14066,267,1,152.55,2,1,2,122,Others
14067,64,2,374.7,3,2,2,232,Others
14068,320,1,265.85,2,1,2,122,Others
14071,4,8,1437.57,4,4,3,443,Loyal
14073,32,1,151.04,2,3,2,322,Others
14075,5,3,942.26,3,4,3,433,Loyal
14076,129,1,118.67,2,2,2,222,Others
14077,41,5,499.42,4,3,2,342,Potential Loyalist
14078,102,6,1049.37,4,2,3,243,Others
14079,125,1,375.1,2,2,2,222,Others
14080,33,1,45.599999999999994,2,3,1,321,Others
14081,302,2,921.62,3,1,3,133,At-Risk
14082,365,1,182.25,2,1,2,122,Others
14083,4,9,1002.9,4,4,3,443,Loyal
14085,2,18,4421.29,4,4,4,444,Champions
14087,3,1,191.47,2,4,2,422,Others
14088,10,13,50491.81,4,4,4,444,Champions
14089,57,1,158.75,2,2,2,222,Others
14090,325,1,76.32000000000001,2,1,1,121,Others
14092,8,14,4076.91,4,4,4,444,Champions
14093,12,1,433.86,2,4,2,422,Others
14096,4,17,65164.79,4,4,4,444,Champions
14098,37,1,147.35,2,3,2,322,Others
14099,16,11,3104.17,4,4,4,444,Champions
14100,138,1,191.95,2,2,2,222,Others
14101,74,6,5976.79,4,2,4,244,Others
14102,5,5,1105.88,4,4,3,443,Loyal
14104,155,2,216.21,3,1,2,132,Others
14105,239,1,1266.23,2,1,3,123,At-Risk
14107,52,7,2703.23,4,2,4,244,Others
14108,31,2,597.91,3,3,3,333,Potential Loyalist
14109,73,1,144.2,2,2,2,222,Others
14110,4,12,5683.15,4,4,4,444,Champions
14111,14,4,692.85,3,4,3,433,Loyal
14112,23,7,2915.15,4,3,4,344,Potential Loyalist
14113,4,4,1840.42,3,4,4,434,Loyal
14114,274,2,386.53,3,1,2,132,Others
14116,20,5,1382.74,4,3,3,343,Potential Loyalist
14117,144,1,90.0,2,1,1,121,Others
14121,4,4,2780.15,3,4,4,434,Loyal
14124,84,1,419.58,2,2,2,222,Others
14125,11,3,2720.63,3,4,4,434,Loyal
14126,8,3,706.1300000000001,3,4,3,433,Loyal
14127,123,3,709.71,3,2,3,233,Others
14128,61,2,637.5,3,2,3,233,Others
14129,2,5,1123.86,4,4,3,443,Loyal
14130,319,1,480.91,2,1,2,122,Others
14132,2,11,3586.0299999999997,4,4,4,444,Champions
14133,130,3,605.64,3,2,3,233,Others
14135,2,15,4690.31,4,4,4,444,Champions
14138,2,2,965.88,3,4,3,433,Loyal
14139,46,1,415.82,2,3,2,322,Others
14140,4,2,935.05,3,4,3,433,Loyal
14141,3,4,915.13,3,4,3,433,Loyal
14142,373,1,311.81,2,1,2,122,Others
14143,134,1,115.8,2,2,2,222,Others
14145,47,4,3742.2,3,3,4,334,Potential Loyalist
14146,9,5,4191.0,4,4,4,444,Champions
14147,78,2,483.4,3,2,2,232,Others
14148,234,1,157.2,2,1,2,122,Others
14149,221,1,446.62,2,1,2,122,Others
14150,36,2,658.64,3,3,3,333,Potential Loyalist
14152,75,2,621.29,3,2,3,233,Others
14154,239,2,1345.62,3,1,3,133,At-Risk
14155,266,1,118.75,2,1,2,122,Others
14156,10,55,117210.08,4,4,4,444,Champions
14157,20,2,424.89,3,3,2,332,Potential Loyalist
14158,40,1,507.66,2,3,3,323,Others
14159,20,11,4630.35,4,3,4,344,Potential Loyalist
14161,216,3,1097.62,3,1,3,133,At-Risk
14162,174,2,289.36,3,1,2,132,Others
14163,87,4,2445.91,3,2,4,234,Others
14164,71,2,1631.77,3,2,4,234,Others
14165,276,1,120.44,2,1,2,122,Others
14167,39,4,562.59,3,3,3,333,Potential Loyalist
14171,98,1,363.79,2,2,2,222,Others
14173,11,4,450.84,3,4,2,432,Loyal
14174,33,1,134.46,2,3,2,322,Others
14175,60,3,3222.3,3,2,4,234,Others
14176,297,4,576.9000000000001,3,1,3,133,At-Risk
14177,86,4,549.46,3,2,3,233,Others
14178,9,7,1600.26,4,4,4,444,Champions
14179,41,2,701.57,3,3,3,333,Potential Loyalist
14180,11,25,4748.52,4,4,4,444,Champions
14184,67,1,452.89,2,2,2,222,Others
14185,331,1,197.65,2,1,2,122,Others
14188,31,6,2054.36,4,3,4,344,Potential Loyalist
14189,2,15,4654.08,4,4,4,444,Champions
14191,2,13,4684.76,4,4,4,444,Champions
14193,68,2,853.39,3,2,3,233,Others
14194,5,21,11349.52,4,4,4,444,Champions
14195,202,2,1012.0,3,1,3,133,At-Risk
14196,107,1,335.52,2,2,2,222,Others
14198,18,4,701.4,3,4,3,433,Loyal
14199,218,1,185.4,2,1,2,122,Others
14201,60,7,747.44,4,2,3,243,Others
14204,2,1,150.61,2,4,2,422,Others
14205,17,2,466.7,3,4,2,432,Loyal
14206,239,1,328.15999999999997,2,1,2,122,Others
14208,95,1,151.74,2,2,2,222,Others
14209,11,6,2073.43,4,4,4,444,Champions
14210,106,6,1905.84,4,2,4,244,Others
14211,53,9,2241.1,4,2,4,244,Others
14212,90,1,1070.48,2,2,3,223,Others
14214,31,5,1004.38,4,3,3,343,Potential Loyalist
14215,12,6,1789.72,4,4,4,444,Champions
14216,3,4,1839.3,3,4,4,434,Loyal
14217,2,17,2004.98,4,4,4,444,Champions
14218,43,1,169.48000000000002,2,3,2,322,Others
14219,4,1,89.94,2,4,1,421,Others
14220,247,2,632.4,3,1,3,133,At-Risk
14221,42,9,3432.8,4,3,4,344,Potential Loyalist
14222,177,1,683.17,2,1,3,123,At-Risk
14223,92,3,991.13,3,2,3,233,Others
14224,110,4,1009.73,3,2,3,233,Others
14226,29,5,2214.79,4,3,4,344,Potential Loyalist
14227,26,10,3350.96,4,3,4,344,Potential Loyalist
14229,52,3,1547.2,3,2,4,234,Others
14231,184,3,925.71,3,1,3,133,At-Risk
14232,43,5,2048.07,4,3,4,344,Potential Loyalist
14233,49,4,1462.72,3,3,3,333,Potential Loyalist
14234,22,4,754.12,3,3,3,333,Potential Loyalist
14235,75,5,3144.86,4,2,4,244,Others
14236,81,2,490.86,3,2,2,232,Others
14237,373,1,161.0,2,1,2,122,Others
14238,326,1,146.85,2,1,2,122,Others
14239,43,11,2380.85,4,3,4,344,Potential Loyalist
14240,30,2,890.34,3,3,3,333,Potential Loyalist
14241,184,1,213.7,2,1,2,122,Others
14242,235,2,280.55,3,1,2,132,Others
14243,9,10,2588.77,4,4,4,444,Champions
14245,220,2,1693.45,3,1,4,134,At-Risk
14246,111,3,1474.06,3,2,3,233,Others
14247,278,1,136.77,2,1,2,122,Others
14248,318,1,302.58,2,1,2,122,Others
14250,7,3,1904.05,3,4,4,434,Loyal
14251,2,5,2879.7000000000003,4,4,4,444,Champions
14256,260,2,969.06,3,1,3,133,At-Risk
14257,64,5,3099.7200000000003,4,2,4,244,Others
14258,9,9,12669.98,4,4,4,444,Champions
14259,142,1,120.0,2,2,2,222,Others
14261,51,2,1163.45,3,3,3,333,Potential Loyalist
14262,8,8,2618.23,4,4,4,444,Champions
14264,155,2,333.97,3,1,2,132,Others
14265,109,2,530.18,3,2,3,233,Others
14267,163,3,1516.24,3,1,4,134,At-Risk
14270,332,1,492.65,2,1,2,122,Others
14271,226,1,112.32,2,1,2,122,Others
14272,74,2,437.96,3,2,2,232,Others
14273,51,4,559.97,3,3,3,333,Potential Loyalist
14276,99,3,1119.74,3,2,3,233,Others
14277,15,3,4188.0,3,4,4,434,Loyal
14280,197,1,134.04,2,1,2,122,Others
14282,3,15,3701.44,4,4,4,444,Champions
14284,31,2,595.25,3,3,3,333,Potential Loyalist
14285,21,4,1910.01,3,3,4,334,Potential Loyalist
14286,24,3,4628.75,3,3,4,334,Potential Loyalist
14287,8,3,176.63,3,4,2,432,Loyal
14288,213,1,426.6,2,1,2,122,Others
14289,9,6,911.26,4,4,3,443,Loyal
14290,11,5,2314.65,4,4,4,444,Champions
14291,2,11,3883.25,4,4,4,444,Champions
14292,8,9,4871.93,4,4,4,444,Champions
14293,3,4,1046.56,3,4,3,433,Loyal
14295,40,1,166.20000000000002,2,3,2,322,Others
14297,18,4,1305.33,3,4,3,433,Loyal
14298,8,44,51527.3,4,4,4,444,Champions
14299,8,9,3965.62,4,4,4,444,Champions
14300,19,1,43.2,2,3,1,321,Others
14301,117,1,640.14,2,2,3,223,Others
14304,223,1,383.45,2,1,2,122,Others
14305,71,3,1858.96,3,2,4,234,Others
14306,51,2,2093.32,3,3,4,334,Potential Loyalist
14307,89,6,2995.72,4,2,4,244,Others
14309,8,9,2352.53,4,4,4,444,Champions
14311,243,1,310.26,2,1,2,122,Others
14312,47,6,1611.59,4,3,4,344,Potential Loyalist
14314,107,1,120.0,2,2,2,222,Others
14315,45,6,2481.13,4,3,4,344,Potential Loyalist
14317,65,1,508.58,2,2,3,223,Others
14320,207,2,477.79,3,1,2,132,Others
14321,11,5,1530.75,4,4,4,444,Champions
14323,115,2,605.0600000000001,3,2,3,233,Others
14326,242,1,183.85,2,1,2,122,Others
14327,163,1,311.65,2,1,2,122,Others
14329,17,7,4975.24,4,4,4,444,Champions
14331,124,2,462.66,3,2,2,232,Others
14332,23,3,840.21,3,3,3,333,Potential Loyalist
14333,68,1,415.2,2,2,2,222,Others
14334,17,8,2552.21,4,4,4,444,Champions
14335,16,2,454.86,3,4,2,432,Loyal
14336,17,4,1614.91,3,4,4,434,Loyal
14338,161,2,588.22,3,1,3,133,At-Risk
14339,243,1,309.52,2,1,2,122,Others
14340,219,1,134.7,2,1,2,122,Others
14341,45,8,2166.98,4,3,4,344,Potential Loyalist
14342,21,4,668.5600000000001,3,3,3,333,Potential Loyalist
14344,127,8,889.9300000000001,4,2,3,243,Others
14345,39,1,108.98,2,3,2,322,Others
14346,121,2,1021.58,3,2,3,233,Others
14348,260,1,409.57,2,1,2,122,Others
14349,10,1,133.5,2,4,2,422,Others
14350,274,1,282.93,2,1,2,122,Others
14351,165,1,51.0,2,1,1,121,Others
14352,157,4,1078.96,3,1,3,133,At-Risk
14353,215,1,90.6,2,1,1,121,Others
14354,6,2,163.62,3,4,2,432,Loyal
14355,366,1,174.4,2,1,2,122,Others
14356,80,2,701.23,3,2,3,233,Others
14357,43,1,225.12,2,3,2,322,Others
14359,19,3,912.18,3,3,3,333,Potential Loyalist
14360,32,4,2118.03,3,3,4,334,Potential Loyalist
14362,22,1,151.5,2,3,2,322,Others
14364,109,8,3717.35,4,2,4,244,Others
14367,8,16,9227.82,4,4,4,444,Champions
14368,320,1,155.0,2,1,2,122,Others
14371,295,1,100.5,2,1,2,122,Others
14373,358,1,76.55,2,1,1,121,Others
14375,185,1,235.56,2,1,2,122,Others
14377,191,2,617.05,3,1,3,133,At-Risk
14379,44,2,348.1,3,3,2,332,Potential Loyalist
14381,52,1,202.68,2,2,2,222,Others
14382,26,1,615.49,2,3,3,323,Others
14383,38,3,1247.69,3,3,3,333,Potential Loyalist
14385,9,3,202.11,3,4,2,432,Loyal
14386,297,1,142.4,2,1,2,122,Others
14387,33,3,1727.6,3,3,4,334,Potential Loyalist
14388,10,8,3212.84,4,4,4,444,Champions
14389,65,2,1043.46,3,2,3,233,Others
14390,10,9,4642.57,4,4,4,444,Champions
14393,218,1,67.95,2,1,1,121,Others
14395,2,9,3479.91,4,4,4,444,Champions
14396,65,2,487.99,3,2,2,232,Others
14397,3,19,2612.96,4,4,4,444,Champions
14400,149,1,574.7,2,1,3,123,At-Risk
14401,4,13,4051.48,4,4,4,444,Champions
14403,130,4,1475.81,3,2,3,233,Others
14404,34,6,1449.32,4,3,3,343,Potential Loyalist
14406,119,1,156.75,2,2,2,222,Others
14407,107,6,2157.73,4,2,4,244,Others
14408,11,7,2599.03,4,4,4,444,Champions
14409,71,6,2059.4500000000003,4,2,4,244,Others
14410,92,9,1100.27,4,2,3,243,Others
14411,311,1,1063.0,2,1,3,123,At-Risk
14412,43,2,770.03,3,3,3,333,Potential Loyalist
14413,362,1,121.05,2,1,2,122,Others
14414,92,7,1496.98,4,2,3,243,Others
14415,1,13,5855.57,4,4,4,444,Champions
14416,22,2,490.22,3,3,2,332,Potential Loyalist
14418,4,3,1937.25,3,4,4,434,Loyal
14419,11,6,1051.79,4,4,3,443,Loyal
14420,99,1,387.52,2,2,2,222,Others
14421,57,2,813.11,3,2,3,233,Others
14422,1,6,4263.64,4,4,4,444,Champions
14423,218,1,265.2,2,1,2,122,Others
14424,18,1,322.08,2,4,2,422,Others
14426,24,10,4481.67,4,3,4,344,Potential Loyalist
14427,50,2,363.34,3,3,2,332,Potential Loyalist
14428,7,5,1224.06,4,4,3,443,Loyal
14431,303,1,470.36,2,1,2,122,Others
14432,10,6,2248.5,4,4,4,444,Champions
14434,22,6,1372.8,4,3,3,343,Potential Loyalist
14436,99,1,89.06,2,2,1,221,Others
14437,366,1,63.0,2,1,1,121,Others
14438,306,1,131.9,2,1,2,122,Others
14439,320,1,2661.24,2,1,4,124,At-Risk
14440,8,5,2357.68,4,4,4,444,Champions
14441,1,4,1712.89,3,4,4,434,Loyal
14442,205,2,1589.82,3,1,4,134,At-Risk
14443,54,4,1420.2,3,2,3,233,Others
14446,1,4,1010.35,3,4,3,433,Loyal
14447,19,5,1163.23,4,3,3,343,Potential Loyalist
14448,9,2,375.35,3,4,2,432,Loyal
14449,19,4,885.8,3,3,3,333,Potential Loyalist
14450,181,3,483.25,3,1,2,132,Others
14451,60,2,643.9,3,2,3,233,Others
14452,11,2,259.05,3,4,2,432,Loyal
14453,190,1,119.93,2,1,2,122,Others
14456,5,9,3017.28,4,4,4,444,Champions
14457,311,1,113.64,2,1,2,122,Others
14459,155,1,1837.92,2,1,4,124,At-Risk
14460,110,3,434.34,3,2,2,232,Others
14461,148,3,2103.06,3,1,4,134,At-Risk
14462,66,11,1980.57,4,2,4,244,Others
14463,98,3,529.62,3,2,3,233,Others
14465,247,3,1038.44,3,1,3,133,At-Risk
14466,29,7,2272.4,4,3,4,344,Potential Loyalist
14467,18,4,596.26,3,4,3,433,Loyal
14470,12,2,461.19,3,4,2,432,Loyal
14472,104,8,1852.67,4,2,4,244,Others
14473,74,2,234.34,3,2,2,232,Others
14474,46,1,547.66,2,3,3,323,Others
14475,72,3,925.85,3,2,3,233,Others
14476,257,1,193.0,2,1,2,122,Others
14477,20,4,1309.6,3,3,3,333,Potential Loyalist
14479,254,2,316.25,3,1,2,132,Others
14480,11,1,279.05,2,4,2,422,Others
14481,165,2,636.51,3,1,3,133,At-Risk
14482,18,6,2022.81,4,4,4,444,Champions
14483,282,1,137.1,2,1,2,122,Others
14484,50,1,321.92,2,3,2,322,Others
14485,39,1,162.8,2,3,2,322,Others
14487,27,6,1165.48,4,3,3,343,Potential Loyalist
14488,68,1,1064.28,2,2,3,223,Others
14489,207,1,463.38,2,1,2,122,Others
14491,175,2,340.93,3,1,2,132,Others
14493,7,5,2383.24,4,4,4,444,Champions
14494,26,1,139.56,2,3,2,322,Others
14495,51,2,123.8,3,3,2,332,Potential Loyalist
14496,312,2,538.8100000000001,3,1,3,133,At-Risk
14497,309,1,475.37,2,1,2,122,Others
14498,43,5,1957.32,4,3,4,344,Potential Loyalist
14499,26,3,808.44,3,3,3,333,Potential Loyalist
14500,88,3,356.85,3,2,2,232,Others
14501,184,2,251.21,3,1,2,132,Others
14502,20,11,2429.83,4,3,4,344,Potential Loyalist
14503,3,6,3543.26,4,4,4,444,Champions
14504,47,4,673.26,3,3,3,333,Potential Loyalist
14505,17,8,5859.43,4,4,4,444,Champions
14506,17,5,1960.65,4,4,4,444,Champions
14507,24,6,1367.88,4,3,3,343,Potential Loyalist
14508,22,2,268.05,3,3,2,332,Potential Loyalist
14511,11,5,1314.81,4,4,3,443,Loyal
14512,188,2,275.28,3,1,2,132,Others
14513,101,3,455.59,3,2,2,232,Others
14514,61,3,990.2,3,2,3,233,Others
14515,18,6,2076.89,4,4,4,444,Champions
14517,33,2,330.45,3,3,2,332,Potential Loyalist
14518,64,1,174.37,2,2,2,222,Others
14520,2,2,270.6,3,4,2,432,Loyal
14522,24,4,974.54,3,3,3,333,Potential Loyalist
14523,108,1,241.09,2,2,2,222,Others
14524,32,9,1843.83,4,3,4,344,Potential Loyalist
14525,20,9,4215.9,4,3,4,344,Potential Loyalist
14527,3,55,8507.13,4,4,4,444,Champions
14528,37,1,364.22,2,3,2,322,Others
14529,60,3,578.61,3,2,3,233,Others
14530,26,6,2862.11,4,3,4,344,Potential Loyalist
14532,236,4,932.85,3,1,3,133,At-Risk
14533,25,7,1949.72,4,3,4,344,Potential Loyalist
14534,3,18,4397.3,4,4,4,444,Champions
14535,60,3,2854.84,3,2,4,234,Others
14536,260,1,170.95,2,1,2,122,Others
14537,58,1,355.56,2,2,2,222,Others
14538,65,2,388.25,3,2,2,232,Others
14539,16,2,537.48,3,4,3,433,Loyal
14540,10,3,952.66,3,4,3,433,Loyal
14541,59,8,1453.35,4,2,3,243,Others
14542,186,1,103.25,2,1,2,122,Others
14543,29,16,3599.73,4,3,4,344,Potential Loyalist
14544,24,2,2004.3,3,3,4,334,Potential Loyalist
14546,5,5,2573.93,4,4,4,444,Champions
14547,4,8,3974.75,4,4,4,444,Champions
14548,151,2,652.8,3,1,3,133,At-Risk
14549,311,1,289.24,2,1,2,122,Others
14550,11,2,757.37,3,4,3,433,Loyal
14551,18,2,186.23,3,4,2,432,Loyal
14552,152,1,164.22,2,1,2,122,Others
14553,19,5,859.27,4,3,3,343,Potential Loyalist
14554,10,4,2279.49,3,4,4,434,Loyal
14555,57,2,312.54,3,2,2,232,Others
14557,85,1,788.38,2,2,3,223,Others
14560,7,22,2237.77,4,4,4,444,Champions
14561,76,3,1080.76,3,2,3,233,Others
14562,4,18,5006.77,4,4,4,444,Champions
14565,96,4,3099.12,3,2,4,234,Others
14566,111,1,1432.0,2,2,3,223,Others
14567,57,2,1530.36,3,2,4,234,Others
14569,1,1,227.39,2,4,2,422,Others
14570,281,2,218.06,3,1,2,132,Others
14572,3,7,2804.54,4,4,4,444,Champions
14573,180,9,1639.82,4,1,4,144,At-Risk
14576,372,1,35.400000000000006,2,1,1,121,Others
14577,13,4,859.71,3,4,3,433,Loyal
14578,3,1,168.63,2,4,2,422,Others
14581,17,1,138.6,2,4,2,422,Others
14582,41,1,114.11,2,3,2,322,Others
14583,6,5,986.96,4,4,3,443,Loyal
14584,169,4,1033.06,3,1,3,133,At-Risk
14585,50,1,157.05,2,3,2,322,Others
14586,277,1,237.36,2,1,2,122,Others
14587,19,9,1580.29,4,3,4,344,Potential Loyalist
14589,372,1,39.75,2,1,1,121,Others
14591,15,4,1320.21,3,4,3,433,Loyal
14592,35,3,557.94,3,3,3,333,Potential Loyalist
14593,22,3,617.15,3,3,3,333,Potential Loyalist
14594,7,2,363.33,3,4,2,432,Loyal
14595,20,6,1740.6,4,3,4,344,Potential Loyalist
14597,11,2,866.24,3,4,3,433,Loyal
14598,44,1,221.97,2,3,2,322,Others
14600,306,1,393.33,2,1,2,122,Others
14601,11,1,213.96,2,4,2,422,Others
14603,275,1,660.0,2,1,3,123,At-Risk
14606,1,93,12076.15,4,4,4,444,Champions
14607,16,14,16209.5,4,4,4,444,Champions
14608,4,4,1785.15,3,4,4,434,Loyal
14609,72,4,601.56,3,2,3,233,Others
14616,243,3,406.08,3,1,2,132,Others
14618,9,3,553.44,3,4,3,433,Loyal
14619,246,1,394.44,2,1,2,122,Others
14620,206,2,412.78,3,1,2,132,Others
14621,1,5,1788.36,4,4,4,444,Champions
14622,185,1,320.58000000000004,2,1,2,122,Others
14623,32,5,886.7,4,3,3,343,Potential Loyalist
14624,57,2,225.85,3,2,2,232,Others
14625,196,2,899.63,3,1,3,133,At-Risk
14626,24,4,2791.27,3,3,4,334,Potential Loyalist
14628,91,2,671.96,3,2,3,233,Others
14629,4,2,955.26,3,4,3,433,Loyal
14631,51,3,1006.98,3,3,3,333,Potential Loyalist
14632,263,1,114.56,2,1,2,122,Others
14633,266,1,344.90000000000003,2,1,2,122,Others
14636,36,2,609.85,3,3,3,333,Potential Loyalist
14638,51,1,443.6,2,3,2,322,Others
14639,52,6,2984.49,4,2,4,244,Others
14640,24,6,2107.38,4,3,4,344,Potential Loyalist
14641,22,1,110.46,2,3,2,322,Others
14642,59,1,96.12,2,2,1,221,Others
14643,170,2,693.8100000000001,3,1,3,133,At-Risk
14644,68,2,830.76,3,2,3,233,Others
14645,157,2,597.09,3,1,3,133,At-Risk
14646,2,74,280206.02,4,4,nan,44nan,Loyal
14647,201,1,236.04,2,1,2,122,Others
14649,5,4,1402.59,3,4,3,433,Loyal
14651,67,2,653.75,3,2,3,233,Others
14652,77,1,114.18,2,2,2,222,Others
14653,1,7,1926.65,4,4,4,444,Champions
14655,8,4,1932.23,3,4,4,434,Loyal
14656,169,2,291.05,3,1,2,132,Others
14657,18,4,848.22,3,4,3,433,Loyal
14658,5,2,247.15,3,4,2,432,Loyal
14659,9,9,2529.93,4,4,4,444,Champions
14660,87,2,285.74,3,2,2,232,Others
14661,27,1,107.95,2,3,2,322,Others
14662,29,4,741.37,3,3,3,333,Potential Loyalist
14664,20,2,636.24,3,3,3,333,Potential Loyalist
14665,61,5,1835.7,4,2,4,244,Others
14666,24,1,195.25,2,3,2,322,Others
14667,11,25,9175.04,4,4,4,444,Champions
14669,242,3,1259.24,3,1,3,133,At-Risk
14670,280,2,392.86,3,1,2,132,Others
14672,235,2,765.5500000000001,3,1,3,133,At-Risk
14673,3,5,1736.4,4,4,4,444,Champions
14675,16,1,596.36,2,4,3,423,Others
14676,31,6,2548.24,4,3,4,344,Potential Loyalist
14680,25,16,28754.11,4,3,4,344,Potential Loyalist
14681,71,3,498.95,3,2,2,232,Others
14682,188,2,52.0,3,1,1,131,Others
